Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-28,33.5,34.400001525878906,32.599998474121094,33.75,238069,0,0
2022-03-02,34.150001525878906,34.599998474121094,33.349998474121094,33.900001525878906,233227,0,0
2022-03-03,34.20000076293945,35.5,34.0,34.25,259619,0,0
2022-03-04,33.900001525878906,34.599998474121094,33.70000076293945,34.20000076293945,171795,0,0
2022-03-07,34.20000076293945,36.900001525878906,32.900001525878906,35.400001525878906,633196,0,0
2022-03-08,35.79999923706055,36.75,35.0,35.599998474121094,228733,0,0
2022-03-09,35.900001525878906,36.04999923706055,35.0,35.849998474121094,251686,0,0
2022-03-10,36.650001525878906,36.900001525878906,35.400001525878906,35.599998474121094,426643,0,0
2022-03-11,35.599998474121094,36.150001525878906,35.5,35.95000076293945,335428,0,0
2022-03-14,36.0,36.099998474121094,34.849998474121094,35.0,213474,0,0
2022-03-15,35.0,36.25,34.75,35.0,355568,0,0
2022-03-16,35.400001525878906,35.75,34.79999923706055,35.04999923706055,240662,0,0
2022-03-17,35.400001525878906,35.849998474121094,35.0,35.25,290248,0,0
2022-03-21,35.25,36.099998474121094,35.25,35.5,318891,0,0
2022-03-22,35.79999923706055,35.79999923706055,34.599998474121094,34.849998474121094,246324,0,0
2022-03-23,35.0,35.650001525878906,33.400001525878906,33.95000076293945,412550,0,0
2022-03-24,34.0,34.5,33.70000076293945,33.95000076293945,258325,0,0
2022-03-25,34.45000076293945,34.45000076293945,33.349998474121094,33.54999923706055,298164,0,0
