Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-28,17.5,17.850000381469727,16.399999618530273,17.600000381469727,26191,0,0
2022-03-02,17.200000762939453,19.0,16.0,16.899999618530273,68459,0,0
2022-03-03,16.850000381469727,17.350000381469727,16.700000762939453,17.149999618530273,22729,0,0
2022-03-04,17.5,17.5,16.5,16.799999237060547,23257,0,0
2022-03-07,16.5,17.0,15.25,15.5,43798,0,0
2022-03-08,14.899999618530273,16.200000762939453,14.899999618530273,15.949999809265137,8409,0,0
2022-03-09,16.450000762939453,16.799999237060547,15.649999618530273,16.350000381469727,8291,0,0
2022-03-10,17.0,17.0,16.100000381469727,16.299999237060547,18832,0,0
2022-03-11,16.600000381469727,17.799999237060547,14.75,17.25,53477,0,0
2022-03-14,17.75,18.950000762939453,17.100000381469727,18.850000381469727,519323,0,0
2022-03-15,19.299999237060547,19.700000762939453,18.0,18.399999618530273,123784,0,0
2022-03-16,18.799999237060547,18.799999237060547,17.549999237060547,18.100000381469727,30036,0,0
2022-03-17,18.600000381469727,19.799999237060547,17.600000381469727,19.350000381469727,99842,0,0
2022-03-21,19.549999237060547,21.25,18.549999237060547,20.950000762939453,209789,0,0
2022-03-22,21.75,21.75,19.549999237060547,19.799999237060547,110837,0,0
2022-03-23,20.0,20.700000762939453,19.200000762939453,19.899999618530273,78178,0,0
2022-03-24,20.149999618530273,20.450000762939453,19.600000381469727,20.0,45848,0,0
2022-03-25,19.75,20.950000762939453,19.549999237060547,19.75,53353,0,0
