Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-28,173.60000610351562,176.0,165.64999389648438,175.1999969482422,13018,0,0
2022-03-02,173.64999389648438,174.6999969482422,169.10000610351562,170.60000610351562,5269,0,0
2022-03-03,174.0,179.85000610351562,162.85000610351562,168.64999389648438,20151,0,0
2022-03-04,165.4499969482422,178.0,165.39999389648438,175.0,16819,0,0
2022-03-07,178.6999969482422,178.6999969482422,165.3000030517578,168.14999389648438,65008,0,0
2022-03-08,170.0,172.5,167.75,168.25,57731,0,0
2022-03-09,172.25,172.6999969482422,163.5500030517578,167.35000610351562,43125,0,0
2022-03-10,170.0,174.85000610351562,167.89999389648438,171.6999969482422,5723,0,0
2022-03-11,171.6999969482422,176.64999389648438,169.0,170.6999969482422,20958,0,0
2022-03-14,173.6999969482422,185.0,170.64999389648438,180.64999389648438,44400,0,0
2022-03-15,183.3000030517578,183.3000030517578,174.1999969482422,177.75,16009,0,0
2022-03-16,180.35000610351562,187.75,178.75,184.1999969482422,25359,0,0
2022-03-17,188.0,188.0,178.5500030517578,181.0,19575,0,0
2022-03-21,186.75,186.75,177.25,179.0500030517578,21276,0,0
2022-03-22,174.0500030517578,182.64999389648438,174.0500030517578,180.85000610351562,45329,0,0
2022-03-23,178.0,183.39999389648438,177.25,180.0500030517578,77660,0,0
2022-03-24,181.8000030517578,181.9499969482422,178.6999969482422,180.39999389648438,12460,0,0
2022-03-25,183.5500030517578,183.5500030517578,178.0,179.85000610351562,81639,0,0
