Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-28,118.9000015258789,121.0,114.19999694824219,119.1500015258789,193986,0,0
2022-03-02,118.5,122.0,117.9000015258789,119.94999694824219,188295,0,0
2022-03-03,123.0,123.55000305175781,116.69999694824219,117.55000305175781,164187,0,0
2022-03-04,118.44999694824219,118.44999694824219,115.0,116.44999694824219,152773,0,0
2022-03-07,116.9000015258789,116.9000015258789,112.0,112.6500015258789,308609,0,0
2022-03-08,113.0,127.30000305175781,112.0,113.05000305175781,193234,0,0
2022-03-09,114.55000305175781,116.0,113.80000305175781,115.1500015258789,175517,0,0
2022-03-10,119.75,119.8499984741211,113.94999694824219,115.55000305175781,283894,0,0
2022-03-11,115.55000305175781,117.69999694824219,114.69999694824219,116.75,166800,0,0
2022-03-14,116.75,118.44999694824219,112.8499984741211,113.69999694824219,202220,0,0
2022-03-15,113.55000305175781,116.5999984741211,113.25,114.0999984741211,262429,0,0
2022-03-16,116.5999984741211,116.5999984741211,114.0999984741211,115.0,129180,0,0
2022-03-17,116.25,120.5,116.25,118.4000015258789,308072,0,0
2022-03-21,118.0,120.30000305175781,117.5999984741211,118.44999694824219,176016,0,0
2022-03-22,119.9000015258789,119.9000015258789,117.05000305175781,117.5999984741211,107904,0,0
2022-03-23,118.5999984741211,125.0,118.0999984741211,122.8499984741211,521720,0,0
2022-03-24,121.8499984741211,123.0,119.19999694824219,119.9000015258789,238201,0,0
2022-03-25,120.3499984741211,122.0,116.0999984741211,116.8499984741211,239297,0,0
