Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-28,402.54998779296875,411.70001220703125,398.0,400.20001220703125,225592,0,0
2022-03-02,405.0,413.0,386.1000061035156,390.25,112335,0,0
2022-03-03,388.8500061035156,390.8500061035156,372.5,376.3999938964844,108580,0,0
2022-03-04,376.0,376.5,360.5,362.45001220703125,226798,0,0
2022-03-07,355.0,366.1000061035156,350.3500061035156,356.54998779296875,93878,0,0
2022-03-08,355.0,369.75,336.8999938964844,352.54998779296875,175070,0,0
2022-03-09,355.3999938964844,374.45001220703125,353.04998779296875,365.79998779296875,125861,0,0
2022-03-10,376.79998779296875,393.25,374.0,391.95001220703125,101811,0,0
2022-03-11,395.95001220703125,398.70001220703125,384.70001220703125,396.1000061035156,46262,0,0
2022-03-14,398.1000061035156,419.20001220703125,387.04998779296875,392.0,125984,0,0
2022-03-15,392.1000061035156,392.54998779296875,380.79998779296875,383.75,47381,0,0
2022-03-16,383.75,388.5,370.25,374.29998779296875,276901,0,0
2022-03-17,379.1499938964844,380.0,372.79998779296875,375.04998779296875,67789,0,0
2022-03-21,380.0,383.04998779296875,373.6000061035156,375.29998779296875,88581,0,0
2022-03-22,374.75,388.0,373.3500061035156,382.04998779296875,82087,0,0
2022-03-23,382.20001220703125,386.70001220703125,375.0,377.8999938964844,45649,0,0
2022-03-24,380.70001220703125,434.0,378.0,408.1499938964844,520816,0,0
2022-03-25,410.79998779296875,414.79998779296875,400.45001220703125,403.8999938964844,107428,0,0
