Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-25,191.4552319527339,199.69519066580094,190.51209064239623,198.70242309570312,7487280,0.0,0
2022-02-28,195.62485331845033,209.97034172074913,194.78099482190237,208.9279327392578,11862563,0.0,0
2022-03-02,206.0489071837219,218.01175914164762,206.0489071837219,214.4377899169922,17202697,0.0,0
2022-03-03,216.42333606295716,218.3592298466781,211.1120233616726,213.4946746826172,9541899,0.0,0
2022-03-04,212.4522641302852,223.12451571626914,211.01275415535036,213.3457489013672,15376126,0.0,0
2022-03-07,211.26094474588373,216.82043412304077,205.0561473505537,212.70045471191406,12748011,0.0,0
2022-03-08,214.88453292904723,216.17513377229932,206.69420065064784,211.45948791503906,6820614,0.0,0
2022-03-09,212.84935885740262,223.7201757608426,211.6580408147934,220.8411407470703,10081755,0.0,0
2022-03-10,223.720180297496,224.86185695555795,214.09032264908706,215.182373046875,12442898,0.0,0
2022-03-11,216.67152027689158,217.21754546535115,212.5515409564284,213.24647521972656,9782797,0.0,0
2022-03-14,214.43779443444038,214.53707725049534,207.68697195033664,208.2826385498047,9497188,0.0,0
2022-03-15,206.4956626215349,208.63010692099064,201.78001647993736,204.06338500976562,7776163,0.0,0
2022-03-16,207.38913576442826,208.38190331743832,205.10578251124969,207.48841857910156,7885382,0.0,0
2022-03-17,208.67974567102124,210.2681798841575,205.5028923931801,207.88552856445312,12089842,0.0,0
2022-03-21,208.48119531323613,212.84936667947426,205.40360970400152,207.38914489746094,12804611,0.0,0
2022-03-22,207.7862547663916,209.12648189254833,203.51735119935316,208.2826385498047,6544026,0.0,0
2022-03-23,212.3529832875792,212.3529832875792,205.35398383598297,205.89999389648438,11093258,0.0,0
2022-03-24,205.89999389648438,209.0500030517578,204.25,207.5,5203100,1.5,0
2022-03-25,208.10000610351562,208.1999969482422,204.9499969482422,206.0,7462525,0.0,0
