Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-25,5122.0,5239.9501953125,5120.0498046875,5203.5,16728,0,0
2022-02-28,5158.0,5224.89990234375,5140.0,5202.39990234375,14750,0,0
2022-03-02,5155.10009765625,5239.64990234375,5081.64990234375,5101.7001953125,80782,0,0
2022-03-03,5160.0,5160.0,5050.2001953125,5086.25,57717,0,0
2022-03-04,5100.0,5147.89990234375,4905.0,4931.64990234375,19523,0,0
2022-03-07,4870.0,5009.4501953125,4752.0498046875,4846.7998046875,43534,0,0
2022-03-08,4801.0,4989.0,4780.0,4932.0,110628,0,0
2022-03-09,4958.0,5100.0,4892.5498046875,4991.75,103423,0,0
2022-03-10,5250.0,5250.0,4981.85009765625,5003.2001953125,27643,0,0
2022-03-11,4922.0,5050.7998046875,4879.10009765625,4916.5498046875,88030,0,0
2022-03-14,4920.0,5015.85009765625,4920.0,4999.2998046875,64027,0,0
2022-03-15,4993.9501953125,5006.0,4875.0,4958.14990234375,19392,0,0
2022-03-16,5050.0,5090.9501953125,5000.5,5068.64990234375,19443,0,0
2022-03-17,5062.0,5100.0,4987.10009765625,5008.7001953125,56609,0,0
2022-03-21,5034.0,5041.5498046875,4993.9501953125,5008.39990234375,15955,0,0
2022-03-22,5033.7001953125,5036.64990234375,4986.0498046875,5012.60009765625,37330,0,0
2022-03-23,5037.0,5100.0,4980.85009765625,5046.2001953125,19796,0,0
2022-03-24,5041.0,5084.14990234375,5013.25,5057.64990234375,321942,0,0
2022-03-25,5086.0,5136.7998046875,4976.14990234375,4999.14990234375,118763,0,0
