Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-28,496.95001220703125,516.9500122070312,489.20001220703125,509.70001220703125,64295,0,0
2022-03-02,501.75,517.5,501.75,513.1500244140625,75211,0,0
2022-03-03,514.0,536.0,507.6000061035156,513.8499755859375,66834,0,0
2022-03-04,510.3999938964844,522.0,507.70001220703125,511.6000061035156,174770,0,0
2022-03-07,505.0,510.0,494.1499938964844,501.6000061035156,160882,0,0
2022-03-08,499.8999938964844,514.9000244140625,499.8999938964844,512.1500244140625,165502,0,0
2022-03-09,515.6500244140625,525.0,515.0,515.4000244140625,240632,0,0
2022-03-10,521.0499877929688,546.9500122070312,521.0499877929688,538.2999877929688,373522,0,0
2022-03-11,538.9000244140625,550.0,535.0999755859375,540.5499877929688,227190,0,0
2022-03-14,548.0,563.75,539.9000244140625,554.4500122070312,362481,0,0
2022-03-15,550.0499877929688,559.5999755859375,536.2000122070312,545.3499755859375,166550,0,0
2022-03-16,558.0,569.0,554.0499877929688,559.7999877929688,91564,0,0
2022-03-17,564.0999755859375,567.9500122070312,552.1500244140625,558.5,48969,0,0
2022-03-21,563.0999755859375,594.4500122070312,563.0999755859375,575.1500244140625,336117,0,0
2022-03-22,587.0,598.7000122070312,576.0,580.25,447558,0,0
2022-03-23,586.6500244140625,589.2999877929688,565.0,569.7000122070312,103243,0,0
2022-03-24,573.7000122070312,573.7000122070312,556.0,560.1500244140625,83510,0,0
2022-03-25,566.0,568.0,555.0,557.7999877929688,112543,0,0
