Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-25,623.0,646.1500244140625,615.5499877929688,635.75,99187,0,0
2022-02-28,629.9000244140625,675.0,626.0,649.7000122070312,179912,0,0
2022-03-02,644.9000244140625,655.7999877929688,630.2000122070312,643.5999755859375,62204,0,0
2022-03-03,643.75,675.4000244140625,635.0,640.4500122070312,145071,0,0
2022-03-04,630.5499877929688,650.0,625.5,639.9500122070312,40712,0,0
2022-03-07,620.0,636.0999755859375,582.4000244140625,588.6500244140625,122541,0,0
2022-03-08,592.5,614.7000122070312,562.3499755859375,583.2999877929688,142305,0,0
2022-03-09,594.0,600.0,576.0,587.4000244140625,80603,0,0
2022-03-10,594.0,608.3499755859375,585.0499877929688,590.7999877929688,61636,0,0
2022-03-11,591.0,635.0,583.25,627.5,148862,0,0
2022-03-14,625.0,671.7999877929688,617.75,657.75,175836,0,0
2022-03-15,658.7000122070312,671.7000122070312,626.0,632.1500244140625,68636,0,0
2022-03-16,638.2000122070312,660.0,633.7999877929688,641.4500122070312,56518,0,0
2022-03-17,652.0,665.8499755859375,636.25,658.4000244140625,114627,0,0
2022-03-21,666.0,726.0999755859375,661.0,709.2999877929688,281811,0,0
2022-03-22,719.9000244140625,765.0,710.0999755859375,760.0,371309,0,0
2022-03-23,765.0,783.7000122070312,750.25,771.7000122070312,273599,0,0
2022-03-24,761.0,778.0,736.0999755859375,738.4500122070312,132593,0,0
2022-03-25,739.0999755859375,755.0,720.0,725.2000122070312,127569,0,0
